puzzle,solution,zeros,clues,bin_label
856091247192574368374826195008452073905137084743689512467213859289765431030908720,856391247192574368374826195618452973925137684743689512467213859289765431531948726,10,71,zeros_08_11
651490800720186594498530107847925316932861470165374928214659783586713049379200651,651497832723186594498532167847925316932861475165374928214659783586713249379248651,10,71,zeros_08_11
491273500587090432632584971910362847806907253273845619164708395758639120329451760,491273586587196432632584971915362847846917253273845619164728395758639124329451768,10,71,zeros_08_11
648271905971435268502689701213047586095368127867150403704590012329716854156820379,648271935971435268532689741213947586495368127867152493784593612329716854156824379,11,70,zeros_08_11
923718040158346072746259180675834291092671835080592764804965327539027618267183009,923718546158346972746259183675834291492671835381592764814965327539427618267183459,11,70,zeros_08_11
095317620073890051820564397314756289567928134982031576138249765249675813056183942,495317628673892451821564397314756289567928134982431576138249765249675813756183942,8,73,zeros_08_11
470895632600427509529163074857219463916348257342076980104602798768930125295781346,471895632683427519529163874857219463916348257342576981134652798768934125295781346,10,71,zeros_08_11
600478913107925864498613572879162435504837029203549187041750298952380746780294350,625478913137925864498613572879162435514837629263549187341756298952381746786294351,11,70,zeros_08_11
946320857178965342532784619015432978027859136389617524851046793060593281093178460,946321857178965342532784619615432978427859136389617524851246793764593281293178465,8,73,zeros_08_11
957426803003958674468713295079005368380692147600387902546231789831579426792864531,957426813123958674468713295279145368385692147614387952546231789831579426792864531,10,71,zeros_08_11
380500902450923871291068345724859136809314527513276480932685710175432698648197253,387541962456923871291768345724859136869314527513276489932685714175432698648197253,9,72,zeros_08_11
654280713219347586837516429385701690926854137740963258403105862568432970092678340,654289713219347586837516429385721694926854137741963258473195862568432971192678345,9,72,zeros_08_11
467325981531498270928016453172630590349582167685170302854263719206947805793851624,467325981531498276928716453172634598349582167685179342854263719216947835793851624,8,73,zeros_08_11
562734891138592074974861320813629047609075130745183260201946783397258416486317000,562734891138592674974861325813629547629475138745183269251946783397258416486317952,11,70,zeros_08_11
489063215653912807271085369526091034094030152317020986135249678762358491908176523,489763215653912847271485369526891734894637152317524986135249678762358491948176523,11,70,zeros_08_11
435860197200149356619537800970623541162954708304718269546381972721405683893076415,435862197287149356619537824978623541162954738354718269546381972721495683893276415,10,71,zeros_08_11
386572941170894632209631580804923760752480193093150408931265874567048219428719356,386572941175894632249631587814923765752486193693157428931265874567348219428719356,10,71,zeros_08_11
236108574457062918981504023625839140743015892198247356509003081812056739374981265,236198574457362918981574623625839147743615892198247356569723481812456739374981265,11,70,zeros_08_11
356248719904530060278619354429053170135796240687104593702365981891472630560981427,356248719914537862278619354429853176135796248687124593742365981891472635563981427,11,70,zeros_08_11
631942785759138462428657100367425018080091603910306247142573896576819024893264071,631942785759138462428657139367425918284791653915386247142573896576819324893264571,11,70,zeros_08_11
485309721729001503163752948954008217832174650607295804071946382348527196296813475,485369721729481563163752948954638217832174659617295834571946382348527196296813475,10,71,zeros_08_11
293851470614027500807964132480796321071283645362405790048672953539148260726539814,293851476614327589857964132485796321971283645362415798148672953539148267726539814,11,70,zeros_08_11
762985140418760059395401078526849317837156924149237586073508062201694735654372891,762985143418763259395421678526849317837156924149237586973518462281694735654372891,9,72,zeros_08_11
708342091231796854469581372075614928984253706612879435847920163120407089590168247,758342691231796854469581372375614928984253716612879435847925163126437589593168247,9,72,zeros_08_11
756831420418529376293476815670302948005164732342087600134298567060713280827645193,756831429418529376293476815671352948985164732342987651134298567569713284827645193,11,70,zeros_08_11
319748625758032941642950783103860490596324178824197506261473859485219367937506010,319748625758632941642951783173865492596324178824197536261473859485219367937586214,9,72,zeros_08_11
600092415491567283002134976215986347748213569369740128084371092926408731130629854,673892415491567283852134976215986347748213569369745128584371692926458731137629854,10,71,zeros_08_11
947521038835769421621438957250176349460085712179040805392814076514690283086250194,947521638835769421621438957258176349463985712179342865392814576514697283786253194,11,70,zeros_08_11
539712684186543279472689315945831762260900030010264598851326947694150823023498056,539712684186543279472689315945831762268975431317264598851326947694157823723498156,10,71,zeros_08_11
921847365654200798738965104382194650416750932597632480263401579840379006109526843,921847365654213798738965124382194657416758932597632481263481579845379216179526843,11,70,zeros_08_11
126743905794158623853962007205874369630591274470230851967305012541629738382017506,126743985794158623853962147215874369638591274479236851967385412541629738382417596,11,70,zeros_08_11
798635421425901863136284790964723518853419602271568934542306180687142300319807046,798635421425971863136284795964723518853419672271568934542396187687142359319857246,9,72,zeros_08_11
471068293952731460863249075108004732347892651526317840615423980284975306739186524,471568293952731468863249175198654732347892651526317849615423987284975316739186524,9,72,zeros_08_11
972500060634921857105607293847253619201769438396814572569472081723185906418096705,972538164634921857185647293847253619251769438396814572569472381723185946418396725,11,70,zeros_08_11
467528193530091468918463725726814539049352876853679214290186340680237901071045082,467528193532791468918463725726814539149352876853679214295186347684237951371945682,10,71,zeros_08_11
310679428480102397297843060824917653150468972709235810078326140642581739531794286,315679428486152397297843561824917653153468972769235814978326145642581739531794286,10,71,zeros_08_11
469132058235748091781590432803904265502867913916203040198025376357609124624371589,469132758235748691781596432873914265542867913916253847198425376357689124624371589,11,70,zeros_08_11
756239814904651273000870569609005328835726941410083756193562487567498132248317095,756239814984651273321874569679145328835726941412983756193562487567498132248317695,11,70,zeros_08_11
327916845400503967605847023951364782746258319203791654534689271872135496160470538,327916845418523967695847123951364782746258319283791654534689271872135496169472538,8,73,zeros_08_11
743582619869310542512946387958273460437691825621458973096024058185769034074005196,743582619869317542512946387958273461437691825621458973396124758185769234274835196,9,72,zeros_08_11
320491506649857312517632904271083405864215039935746120456378290792164853183529000,328491576649857312517632984271983465864215739935746128456378291792164853183529647,11,70,zeros_08_11
269413875834000160571268349417009286985642713623701954742896531198354027356127408,269413875834975162571268349417539286985642713623781954742896531198354627356127498,9,72,zeros_08_11
250763418461829735873051629597318246346570981182694357015047890908030504730985162,259763418461829735873451629597318246346572981182694357615247893928136574734985162,11,70,zeros_08_11
068320790923716805571984203019247500730598124245163978652839417397451682184672359,468325791923716845571984263819247536736598124245163978652839417397451682184672359,9,72,zeros_08_11
375428691814963725692715834980571246007236918261840357128307460400602073736194502,375428691814963725692715834983571246547236918261849357128357469459682173736194582,11,70,zeros_08_11
290631875517849263863527149738465000125703084649182307452916738371058496986374521,294631875517849263863527149738465912125793684649182357452916738371258496986374521,8,73,zeros_08_11
083007945467305810529100376094872651875416239612953487246731598738569124901208763,183627945467395812529184376394872651875416239612953487246731598738569124951248763,10,71,zeros_08_11
486073590720604813310098746832716459967425138154089267648532901591867304273940605,486173592729654813315298746832716459967425138154389267648532971591867324273941685,11,70,zeros_08_11
829137456453060871716458290671049305584613927092805064138506749045081632267394518,829137456453962871716458293671249385584613927392875164138526749945781632267394518,11,70,zeros_08_11
345281796907436512061957834459718263012643950736592401628375140193824000574069328,345281796987436512261957834459718263812643957736592481628375149193824675574169328,10,71,zeros_08_11
482975361690243587357186249135002674749001820060057910873524096526719438914368752,482975361691243587357186249135892674749631825268457913873524196526719438914368752,11,70,zeros_08_11
765002381213685974984371562021869043876534219430127650157900826692718405348256197,765492381213685974984371562521869743876534219439127658157943826692718435348256197,9,72,zeros_08_11
746039208150748639938162004215894367600351482483627195321485976574916823060273541,746539218152748639938162754215894367697351482483627195321485976574916823869273541,9,72,zeros_08_11
041620093362008047950374216493512678275086931816937452684753129539261784120849360,741625893362198547958374216493512678275486931816937452684753129539261784127849365,10,71,zeros_08_11
253687491468391725010040638892475163345216879671930002124803957586729314930150286,253687491468391725719542638892475163345216879671938542124863957586729314937154286,10,71,zeros_08_11
203015047196743258704620093879036421542871936361492780437189562925367814018204309,283915647196743258754628193879536421542871936361492785437189562925367814618254379,11,70,zeros_08_11
296170003854903217731258064907825340362497051485316792048632179629701435103549628,296174583854963217731258964917825346362497851485316792548632179629781435173549628,11,70,zeros_08_11
486123957250749386379658421017832049948561732023974618735000890194307260862495103,486123957251749386379658421617832549948561732523974618735216894194387265862495173,11,70,zeros_08_11
420635970890714352537209061719852634604091827203467019960578143348126795175943286,421635978896714352537289461719852634654391827283467519962578143348126795175943286,10,71,zeros_08_11
936247510274058390158963472763524981080670253529830647842315760315796804697482135,936247518274158396158963472763524981481679253529831647842315769315796824697482135,9,72,zeros_08_11
391268475500740912420519860613452798874391250259876134032905607945627381780134529,391268475568743912427519863613452798874391256259876134132985647945627381786134529,10,71,zeros_08_11
956423708231876954478951263309712045524689137180534029700145386843267591615398072,956423718231876954478951263369712845524689137187534629792145386843267591615398472,8,73,zeros_08_11
301948000987235416245671398508097164413862709790154823679413285132080647054726931,361948572987235416245671398528397164413862759796154823679413285132589647854726931,11,70,zeros_08_11
437156928058432610612897453795648200103720805286315794329084176504201389861903542,437156928958432617612897453795648231143729865286315794329584176574261389861973542,11,70,zeros_08_11
826547193375129040941836752654371089192458067738902514563084921289613075417090036,826547193375129648941836752654371289192458367738962514563784921289613475417295836,10,71,zeros_08_11
305679482270154396649000751093768200751392864826415973084936527962547138507021649,315679482278154396649283751493768215751392864826415973184936527962547138537821649,11,70,zeros_08_11
837261594641935827295480136473816209910524078582379461160703942750192603329608715,837261594641935827295487136473816259916524378582379461168753942754192683329648715,9,72,zeros_08_11
580021069609405018314986570153694287408752193792013654800269731931547826276138945,587321469629475318314986572153694287468752193792813654845269731931547826276138945,11,70,zeros_08_11
746851293905702481810009567469273805083604902271985346197520634628037159354196728,746851293935762481812349567469273815583614972271985346197528634628437159354196728,11,70,zeros_08_11
128704956746589012953612748862497130375261894401358627284973561600845070037126480,128734956746589312953612748862497135375261894491358627284973561619845273537126489,10,71,zeros_08_11
890742631320816957761935400078629315132574869059183274913258046546307180287461093,895742631324816957761935428478629315132574869659183274913258746546397182287461593,10,71,zeros_08_11
601893470548127039703465128380019754105274983004358261219536807407982316836741592,621893475548127639793465128382619754165274983974358261219536847457982316836741592,11,70,zeros_08_11
769523148382941675150786092045302987907854260218697534090278413400165829821439706,769523148382941675154786392645312987937854261218697534596278413473165829821439756,11,70,zeros_08_11
204903687813567429679204503921740368438692751765831294346029875187006942592478136,254913687813567429679284513921745368438692751765831294346129875187356942592478136,8,73,zeros_08_11
014930768637018459509406312978603120145892037326701894452067981893124506761589243,214935768637218459589476312978643125145892637326751894452367981893124576761589243,11,70,zeros_08_11
189356742603820519572190863054682371361475298028913604437201980816539427295748136,189356742643827519572194863954682371361475298728913654437261985816539427295748136,8,73,zeros_08_11
718600953295713684634895720307102508542389167089067432851436209973051846426978015,718624953295713684634895721367142598542389167189567432851436279973251846426978315,11,70,zeros_08_11
284196357631457289975328641759803402062740893043209715517634908428971536090502174,284196357631457289975328641759813462162745893843269715517634928428971536396582174,10,71,zeros_08_11
839756412746812059215934786968400035070285694450369871697540120120697540584123967,839756412746812359215934786968471235371285694452369871697548123123697548584123967,11,70,zeros_08_11
715942080306518207284730005531874629842690731679123058163489572927351864458267010,715942386396518247284736195531874629842695731679123458163489572927351864458267913,11,70,zeros_08_11
806571392359642178712893645295718463634920017178304259463000080927186534581439026,846571392359642178712893645295718463634925817178364259463257981927186534581439726,10,71,zeros_08_11
024139706375208941690745832219604583756093104083521607568412379947300215132957468,824139756375268941691745832219674583756893124483521697568412379947386215132957468,11,70,zeros_08_11
174923560258460013963185472580074139390218754741309826419532687835046291627891345,174923568258467913963185472582674139396218754741359826419532687835746291627891345,8,73,zeros_08_11
802976341374251689109843275281597436596384712743612598430060027900738164607429850,852976341374251689169843275281597436596384712743612598438165927925738164617429853,10,71,zeros_08_11
562317498391284076470956230835691042249875003617432859086549327953728014704163985,562317498391284576478956231835691742249875163617432859186549327953728614724163985,9,72,zeros_08_11
382576940970134682416982537021497863837615204600823715160759328793248156008361479,382576941975134682416982537521497863837615294649823715164759328793248156258361479,9,72,zeros_08_11
728351640691824735305679821950432180274185396183907054537240918412798063800510472,728351649691824735345679821956432187274185396183967254537246918412798563869513472,11,70,zeros_08_11
281436957054289136369517824925678413876143295413900060597861342632794081140305679,281436957754289136369517824925678413876143295413952768597861342632794581148325679,8,73,zeros_08_11
513700829842319657796528134658401392479630508321895406084100263235960781167283905,513746829842319657796528134658471392479632518321895476984157263235964781167283945,11,70,zeros_08_11
582410639143569280976832514624051900809074163317986452231648705795123046468795321,582417639143569287976832514624351978859274163317986452231648795795123846468795321,9,72,zeros_08_11
189752346605830971374916285851249037040163528030578004462381759598027413713495862,189752346625834971374916285851249637947163528236578194462381759598627413713495862,10,71,zeros_08_11
896370200713024600245091387381762540927543108654180732562418973138957426079236851,896375214713824695245691387381762549927543168654189732562418973138957426479236851,11,70,zeros_08_11
976005021285913746431276589768030192523601408149820653807309265302768914694152837,976485321285913746431276589768534192523691478149827653817349265352768914694152837,11,70,zeros_08_11
604987213870612509912354860045801976381769452796045038439578621127096385568123700,654987213873612549912354867245831976381769452796245138439578621127496385568123794,11,70,zeros_08_11
483917265219685437765243098604798510800456972597132084156070820978520340342869751,483917265219685437765243198624798513831456972597132684156374829978521346342869751,11,70,zeros_08_11
230784509574961283981235764612478395357619842849523176123806007765002408498357621,236784519574961283981235764612478395357619842849523176123846957765192438498357621,8,73,zeros_08_11
917368025354092687628057139703901008290876041861034792489615273532709816176283954,917368425354192687628457139743921568295876341861534792489615273532749816176283954,11,70,zeros_08_11
198506324745923168623814095817692450036145087459087612571239046302461579964008031,198576324745923168623814795817692453236145987459387612571239846382461579964758231,11,70,zeros_08_11
746931528123845976958267143867103002214796385539480761081679050692004837475320619,746931528123845976958267143867153492214796385539482761381679254692514837475328619,10,71,zeros_08_11
098720014471830629652419708019672043783594261264301970035247180147968352826153497,398726514471835629652419738519672843783594261264381975935247186147968352826153497,11,70,zeros_08_11
920745108570081234184230597465892371730514900891367450357120649249673815018459723,923745168576981234184236597465892371732514986891367452357128649249673815618459723,11,70,zeros_08_11
781629043250301968936458721593182476860504312012736805678243159009865037325910684,781629543254371968936458721593182476867594312412736895678243159149865237325917684,11,70,zeros_08_11
306285109581497306070316805810973462463528791297641538628134957030752684704869213,346285179581497326972316845815973462463528791297641538628134957139752684754869213,10,71,zeros_08_11
030271895518043762927865134241596387763418529895327641150689473389754206006132950,634271895518943762927865134241596387763418529895327641152689473389754216476132958,8,73,zeros_08_11
684953127027400365531627498862314759419578236750269804205836901096740580308195672,684953127927481365531627498862314759419578236753269814275836941196742583348195672,11,70,zeros_08_11
235914687614387095987265341178546900560829714409731568051600429092058176746190853,235914687614387295987265341178546932563829714429731568851673429392458176746192853,11,70,zeros_08_11
632179485981254073745368019067845932394702508528693740273586194819427050456931827,632179485981254673745368219167845932394712568528693741273586194819427356456931827,8,73,zeros_08_11
287391546319456270546082391008974053934215687175863920862507419490108765051649832,287391546319456278546782391628974153934215687175863924862537419493128765751649832,10,71,zeros_08_11
015603428428591763763248001354019682689425107271836504842957316537162849196380075,915673428428591763763248951354719682689425137271836594842957316537162849196384275,9,72,zeros_08_11
685243709030861425410795863346179502291058374578402690163527948854916207009384156,685243719937861425412795863346179582291658374578432691163527948854916237729384156,11,70,zeros_08_11
485769213967031458012485960128574306634892175759613002546928731073040589891357600,485769213967231458312485967128574396634892175759613842546928731273146589891357624,11,70,zeros_08_11
973605148426718539581493762008241305095380604342569871814906253630802407257134986,973625148426718539581493762768241395195387624342569871814976253639852417257134986,11,70,zeros_08_11
357416820684792315921850476800631742142587693736249581419060257573924108268075934,357416829684792315921853476895631742142587693736249581419368257573924168268175934,8,73,zeros_08_11
187502943436987512209100870524698731678301259391270684943850127862713495715429368,187562943436987512259134876524698731678341259391275684943856127862713495715429368,8,73,zeros_08_11
576183009294675130813294576450821690381956047609437801902718360165340782738562914,576183429294675138813294576457821693381956247629437851942718365165349782738562914,11,70,zeros_08_11
013562984629108350854397612061439578978250436435876291140983705592704803387605149,713562984629148357854397612261439578978251436435876291146983725592714863387625149,10,71,zeros_08_11
153968724208103659649257081037820165514796832860315497300479518795681043481532976,153968724278143659649257381937824165514796832862315497326479518795681243481532976,9,72,zeros_08_11
408139627962857431003624080236481079581793246790562318305970164849306052617245893,458139627962857431173624985236481579581793246794562318325978164849316752617245893,11,70,zeros_08_11
751096823698723415423851967107385294049670138302914756036149572075230641214567380,751496823698723415423851967167385294549672138382914756836149572975238641214567389,9,72,zeros_08_11
009753001473192056250486097596817234342965008718234965137628549085340172924571683,869753421473192856251486397596817234342965718718234965137628549685349172924571683,11,70,zeros_08_11
128659743064237901793418025432781596685923174971000800857340219249175368316892457,128659743564237981793418625432781596685923174971564832857346219249175368316892457,9,72,zeros_08_11
184065239076903014593012876925138647841657923637209185419326758702004361360571092,184765239276983514593412876925138647841657923637249185419326758752894361368571492,11,70,zeros_08_11
582796413943518762176432095621807539759163248430059176317605004805974321294381657,582796413943518762176432895621847539759163248438259176317625984865974321294381657,8,73,zeros_08_11
920654831016937245503182079302819456480526397695473128238091564754068912169045780,927654831816937245543182679372819456481526397695473128238791564754368912169245783,10,71,zeros_08_11
147962358069483701382517406974038105823051974615749283758394000206105849491826537,147962358569483721382517496974238165823651974615749283758394612236175849491826537,11,70,zeros_08_11
749105382816932574235807169520793416690501738173486925361004807952378641487619250,749165382816932574235847169528793416694521738173486925361254897952378641487619253,9,72,zeros_08_11
751698423236145087948723610529004300613570894487009251862457139374980502195236748,751698423236145987948723615529814376613572894487369251862457139374981562195236748,11,70,zeros_08_11
520098731130627895798531264963710082280056149451289603642173958309860427875042316,526498731134627895798531264963714582287356149451289673642173958319865427875942316,11,70,zeros_08_11
523860917198572634074913085839705146065401793407639528351207069746108352982356071,523864917198572634674913285839725146265481793417639528351247869746198352982356471,11,70,zeros_08_11
341972586006583741700164203205037814634801927817029365179245638463798152582316479,341972586926583741758164293295637814634851927817429365179245638463798152582316479,9,72,zeros_08_11
459632701280547936763090240817463529536029074924751863395284617040976350678315490,459632781281547936763198245817463529536829174924751863395284617142976358678315492,11,70,zeros_08_11
742136859168759432593842601659371208827690305304205967036027184285403796471968503,742136859168759432593842671659371248827694315314285967936527184285413796471968523,10,71,zeros_08_11
175680930026905480498037510953748261642391758081062340239856174817423695064179823,175684932326915487498237516953748261642391758781562349239856174817423695564179823,11,70,zeros_08_11
356827190218549730094136825172485963589763241643912578867091452901254080425078319,356827194218549736794136825172485963589763241643912578867391452931254687425678319,8,73,zeros_08_11
965074138207618594148593672674132859529007316813956427051769283780321945092405761,965274138237618594148593672674132859529847316813956427451769283786321945392485761,8,73,zeros_08_11
084070652275649130360825790748502369512936847693780521136298475809467213427350986,984173652275649138361825794748512369512936847693784521136298475859467213427351986,10,71,zeros_08_11
486073592350429876792058314678934125509286743034517068800092451140365289925841637,486173592351429876792658314678934125519286743234517968863792451147365289925841637,10,71,zeros_08_11
086053210579810436203649587652394871097165042341287965908531720734926158005478693,486753219579812436213649587652394871897165342341287965968531724734926158125478693,11,70,zeros_08_11
543176829791500403826934175659843207074650938038297546017302004382465791465719382,543176829791528463826934175659843217274651938138297546917382654382465791465719382,11,70,zeros_08_11
670135849538694721149782365961028450007451906054067182425879603713546298896013504,672135849538694721149782365961328457287451936354967182425879613713546298896213574,11,70,zeros_08_11
400869572596247831287315064972634108864152397153708026329071600715986243648523719,431869572596247831287315964972634158864152397153798426329471685715986243648523719,9,72,zeros_08_11
574612008619583472283709561902301857067958324835274610728436195050897246006125783,574612938619583472283749561942361857167958324835274619728436195351897246496125783,11,70,zeros_08_11
751038240483059071962174358136897524840312067279546183694701835518463090327985016,751638249483259671962174358136897524845312967279546183694721835518463792327985416,10,71,zeros_08_11
276041538405326179190805246304687920817492360962153084538760412749218603021534897,276941538485326179193875246354687921817492365962153784538769412749218653621534897,11,70,zeros_08_11
972158463600329587583674291365047918798516342240893756456730809839062105127985630,972158463614329587583674291365247918798516342241893756456731829839462175127985634,9,72,zeros_08_11
081003467473168592569400310716284953905731826308056741897615234154372689632849170,281593467473168592569427318716284953945731826328956741897615234154372689632849175,10,71,zeros_08_11
769241385431658729582790461648972503127536948395804206916025837054367092073189600,769241385431658729582793461648972513127536948395814276916425837854367192273189654,10,71,zeros_08_11
095246187874195263206837954020471896489650012160908435738514620650780341941362578,395246187874195263216837954523471896489653712167928435738514629652789341941362578,11,70,zeros_08_11
364718295189032607527946138700829461216004079498167352671085923932670584845293716,364718295189532647527946138753829461216354879498167352671485923932671584845293716,9,72,zeros_08_11
925681473300020801718943602451376028276894135893215746047152389509768210182439567,925681473364527891718943652451376928276894135893215746647152389539768214182439567,10,71,zeros_08_11
249731065718456923563829100874093512150207398392518640431902756685174239927365481,249731865718456923563829174874693512156247398392518647431982756685174239927365481,8,73,zeros_08_11
149725386005398147738416952873962405064153798590047623317089264402631579900204831,149725386625398147738416952873962415264153798591847623317589264482631579956274831,11,70,zeros_08_11
524930176091745823307610549863000217175263984940187635239806450718594062456321798,524938176691745823387612549863459217175263984942187635239876451718594362456321798,11,70,zeros_08_11
621453789580912600394008251002075934436891527759320816273549168940180372168237495,621453789587912643394768251812675934436891527759324816273549168945186372168237495,11,70,zeros_08_11
792465813614328509385007264943186752567239481821574936250601097130052608470093125,792465813614328579385917264943186752567239481821574936258641397139752648476893125,11,70,zeros_08_11
759168230134072856628345710002586143003219678816437592281003465367854921495621087,759168234134972856628345719972586143543219678816437592281793465367854921495621387,10,71,zeros_08_11
090243107716598423342176859139654200264817930857932004683405791925781346471369582,598243167716598423342176859139654278264817935857932614683425791925781346471369582,9,72,zeros_08_11
127398546680542107540710238764103082918407365235869401302674819871935624496201053,127398546683542197549716238764153982918427365235869471352674819871935624496281753,11,70,zeros_08_11
095480271176350489804190036650871024412639857789524613248913760561748392907265148,395486271176352489824197536653871924412639857789524613248913765561748392937265148,10,71,zeros_08_11
683594712297000006154062890826419357040627189901035264719256438468173925532948671,683594712297381546154762893826419357345627189971835264719256438468173925532948671,11,70,zeros_08_11
942387561016405379573691824384576190725819406169243785237954618050032947491768250,942387561816425379573691824384576192725819436169243785237954618658132947491768253,8,73,zeros_08_11
024030089769258401853914267918562374075493128432871956506389712091720845287140693,124637589769258431853914267918562374675493128432871956546389712391726845287145693,10,71,zeros_08_11
361794280059612473427385901912457836538261794746938502183509607294176358675803140,361794285859612473427385961912457836538261794746938512183549627294176358675823149,8,73,zeros_08_11
231749865784536291659182734547918620912365400360274519490827156106403908075691342,231749865784536291659182734547918623912365487368274519493827156126453978875691342,9,72,zeros_08_11
859023641423681975617594283102345897504170302708269154085917430071436528346852719,859723641423681975617594283162345897594178362738269154285917436971436528346852719,9,72,zeros_08_11
520473618647918235813265970068090452954126380732854196281709560396082741470031829,529473618647918235813265974168397452954126387732854196281749563396582741475631829,11,70,zeros_08_11
069712358387945620512600470856179243721430965934506817200367184003851792178294536,469712358387945621512683479856179243721438965934526817295367184643851792178294536,11,70,zeros_08_11
092630781037815926861927345983271654205009813610080279356748192148092567729156438,592634781437815926861927345983271654275469813614583279356748192148392567729156438,10,71,zeros_08_11
521936478743508296986427510015074960362001754497652081174269835638045129259183647,521936478743518296986427513815374962362891754497652381174269835638745129259183647,9,72,zeros_08_11
589426170127395604046817020453672819298501467761948352074153206910764538630289741,589426173127395684346817925453672819298531467761948352874153296912764538635289741,10,71,zeros_08_11
500018349834579612961043870193867520652394187478152960716035298245986731389701456,527618349834579612961243875193867524652394187478152963716435298245986731389721456,9,72,zeros_08_11
576284039421379685398610472653092041902146000714538296230467518845921003167853924,576284139421379685398615472653792841982146357714538296239467518845921763167853924,11,70,zeros_08_11
050360401016572300082941657539026174124735968678409235861297543793654812245183790,957368421416572389382941657539826174124735968678419235861297543793654812245183796,11,70,zeros_08_11
091405803264983715835127469958376142470219586612548937389650270527000694140702358,791465823264983715835127469958376142473219586612548937389654271527831694146792358,11,70,zeros_08_11
314928760859467213620513489082609340793142856461380927040791638908256174176034592,314928765859467213627513489582679341793142856461385927245791638938256174176834592,10,71,zeros_08_11
065012974942068501137594260216975843798200156354681702673829415089056327521407689,865312974942768531137594268216975843798243156354681792673829415489156327521437689,11,70,zeros_08_11
170425068640070521528036497981652734736940215054713986465390872312587649897264053,179425368643879521528136497981652734736948215254713986465391872312587649897264153,10,71,zeros_08_11
738465129146320578529710364214683957390201846860954210082530491971802635453196782,738465129146329578529718364214683957395271846867954213682537491971842635453196782,9,72,zeros_08_11
240063791796152408138974625057010264803425179012796583374200956589607312621539847,245863791796152438138974625957318264863425179412796583374281956589647312621539847,11,70,zeros_08_11
615892743800543960394017528082371406063400810149286375938164257451728639276935184,615892743827543961394617528582371496763459812149286375938164257451728639276935184,10,71,zeros_08_11
615097243879243156423561987286715439047326010031480672768954021394172068102638794,615897243879243156423561987286715439947326815531489672768954321394172568152638794,9,72,zeros_08_11
834675200156928734070314605487250319695731428213489567321597806768142053549863100,834675291156928734972314685487256319695731428213489567321597846768142953549863172,10,71,zeros_08_11
193625748826437195475189026002798613938261457617543289254006031781350960369014570,193625748826437195475189326542798613938261457617543289254976831781352964369814572,10,71,zeros_08_11
790841350845736912301290700084157263537629140216384597453962871029478635078513429,792841356845736912361295784984157263537629148216384597453962871129478635678513429,10,71,zeros_08_11
890403061153768049624519387285936714946271835370854926518602473762345108430107052,897423561153768249624519387285936714946271835371854926518692473762345198439187652,10,71,zeros_08_11
501762394060189527907354816652871943138945600749236180875413269216597038093620751,581762394364189527927354816652871943138945672749236185875413269216597438493628751,10,71,zeros_08_11
580614973906783102371295648860531297109872564250409831623157480710948326008326715,582614973946783152371295648864531297139872564257469831623157489715948326498326715,11,70,zeros_08_11
900381450016054020584726391462805719173249568859617243731492685298563174040178932,927381456316954827584726391462835719173249568859617243731492685298563174645178932,10,71,zeros_08_11
530108642408237501129564873975806234346750189812943765650400327790625018284371956,537198642468237591129564873975816234346752189812943765651489327793625418284371956,11,70,zeros_08_11
397804265286975341541236789700641598059382176008759432674028013915463827830197654,397814265286975341541236789723641598459382176168759432674528913915463827832197654,9,72,zeros_08_11
