puzzle,solution,zeros,clues,bin_label
000000200009082300003009060305000000082050000010000050000600010090003047100070890,751364289469582371823719465375841926682957134914236758247698513598123647136475892,56,25,zeros_56_59
080000502050970000040003000000709000100000009320040006006000025500000910000500048,983614572251978463647253891865729134174386259329145786416897325538462917792531648,56,25,zeros_56_59
800306020000000500920000006500900100030008047006000090000000900000610080170400200,851376429763249518924581376587964132239158647416723895642837951395612784178495263,56,25,zeros_56_59
500004073007050000000000900105900300060180200300000100001070024000208600000000030,529614873637859412418732965185927346964183257372465189891376524753248691246591738,56,25,zeros_56_59
600400050000000000004209018050090740000005001080700000102000400009002007003060200,618473952925816374734259618251398746397645821486721593162987435849532167573164289,56,25,zeros_56_59
030000004200800090006590000000640580400000000065207000100009003000002009090700100,539126874241873695786594312923641587417958236865237941152489763678312459394765128,56,25,zeros_56_59
002070361000040500005000000001000080000009002200006910058400000907000650000600009,482975361369142578715368294591234786876519432234786915658493127947821653123657849,56,25,zeros_56_59
120000000000060000000000090507002036068300500090000008400701203000093070050000001,126439857975268314834175692547982136268317549391546728489751263612893475753624981,56,25,zeros_56_59
500020008970000000000608000003004000090300200680700010130000096020100300000000040,546921738978453621312678459253814967791365284684792513135247896429186375867539142,57,24,zeros_56_59
023007000809000000570204090000000054005010000000079000000000800600030500000086140,423897615869351427571264398718623954295418736346579281137945862684132579952786143,57,24,zeros_56_59
001000040590040030020000009000200800048007000003000000900700600600581090000003008,871359246596842137324176589169235874248917365753468921985724613637581492412693758,57,24,zeros_56_59
090006070005000060007403020006000000008900047100002009802300000000000803000507400,491256378235178964687493125976845231528931647143762589852314796714629853369587412,56,25,zeros_56_59
006000430051000800420600001005804000000007000002103906000008000190000003000040090,986715432751432869423689571615894327349267158872153946537928614194576283268341795,56,25,zeros_56_59
510903780030020000400600000090200000006080072070000509000070800000000251050000000,512943786639728415487651923195237648346589172278416539921375864763894251854162397,56,25,zeros_56_59
000001200650900000030008060490820050000090700000407020000000000264150000000070009,748561293651932478932748165497826351126395784583417926379684512264159837815273649,56,25,zeros_56_59
000002003040713056002600000037000000800060020590800000000900600075080100000000008,761592483948713256352648791237159864814367925596824317183975642475286139629431578,56,25,zeros_56_59
007300000004000200080000790000205100040009000370040600506700000000090000090400863,917328456654917238283564791869235147142679385375841629526783914438196572791452863,56,25,zeros_56_59
930060700005001008800070100400000900000600475080000000790003000000010240500900000,931865724275341698846279153457132986123698475689754312792483561368517249514926837,56,25,zeros_56_59
030900060002060500104000000007800000008005024010046000000000040006507008500100007,835971462972463581164258973457892316698315724213746859781639245346527198529184637,56,25,zeros_56_59
010604000030000700002000050009000002000805000050000180080000064001730005503900010,715624938438519726692387451879163542124895673356472189987251364241736895563948217,56,25,zeros_56_59
300719050700034000002000300000503409004070000020000800000040700600082000900000080,368719254759234168412865397876523419194678523523491876285946731637182945941357682,56,25,zeros_56_59
004721365100030020000080090300000409000100800075000000001805007900400000000000000,894721365156934728732586194318652479629147853475398216241865937967413582583279641,56,25,zeros_56_59
000006900510720000003000020000071000174009500002040000090000650008000032300050000,287316945519724386643895721835671294174289563962543817791432658458967132326158479,56,25,zeros_56_59
000070000200051004000020600600000480530600100000004200800030001320000050090800070,149376528286951734753428619612793485534682197978514263865237941327149856491865372,56,25,zeros_56_59
240000760053000000007003000000200000304090081100000030700400900000000500425006300,241589763853764129967123854586231497374695281192847635738452916619378542425916378,56,25,zeros_56_59
062970000000000000400803060001007000073290000800030000005000700040001009090300058,562974381387516294419823567951467823673298415824135976135689742248751639796342158,56,25,zeros_56_59
900000000004030000500004093002000650000089030306700000040002001080006500007400009,938257416764931285521864793892143657475689132316725948643592871189376524257418369,56,25,zeros_56_59
006003000530008009800094160000100570000000200083000001702000980000740000000000040,496213857531678429827594163964132578175986234283457691742361985658749312319825746,56,25,zeros_56_59
060503000000008203004060000300640000008000470000090000000005000520070100607000530,861523794975418263234769815352647981198352476746891352489135627523976148617284539,57,24,zeros_56_59
000000074000050180468030090004000000920006000007000805039024060000009000070000000,251698374793452186468137592384275619925816437617943825839524761146789253572361948,57,24,zeros_56_59
000090200070000695002003080040060000290700030008000102009000050025000300000080009,581697243374821695962453781143562978296718534758349162419236857825974316637185429,56,25,zeros_56_59
840170002030600000900305000000000007000900500407080009000000000005000800609504020,846179352532648971971325468193456287268937514457281639724863195315792846689514723,57,24,zeros_56_59
500000090802600000000824300007000050900203000600100004000000007340097002100000400,564731298832659741719824365427986153951243876683175924296418537348597612175362489,56,25,zeros_56_59
007890001010004700200006800000730000600001005070000380102000008005000040008000900,357892461816354792249176853524738619683941275971625384192467538735289146468513927,56,25,zeros_56_59
000006000206040070000800004082700000000000032000300900010008425530200000000091700,847126359256943178193857264382719546971465832465382917719638425538274691624591783,56,25,zeros_56_59
800000050000500040002080010200000000370040000004032860000006500106007480030001000,843219756791563248652784913268175394379648125514932867987426531126357489435891672,56,25,zeros_56_59
000200070071000030003940800080000301000000200050003940000060003000094500296000000,845231679971586432623947815482759361369418257157623948514862793738194526296375184,56,25,zeros_56_59
000600047106700000000010802009200400005070010048000020027000000500106003000000080,952638147186742359473519862719265438235874916648391725827453691594186273361927584,56,25,zeros_56_59
000080500078000003500000210200004000010850030300007061006102009020000600004000000,192483576678521943543679218267314895419856732385297461756142389921738654834965127,56,25,zeros_56_59
800006000004070800130042000090001000750000000600420001916000450007030060000000000,875916234264573819139842576492761385751398642683425791916287453527134968348659127,56,25,zeros_56_59
000900500082510000000030402000000000354090600601000008020001060560024000000000000,736942581482517936915836472278463195354198627691275348829351764563724819147689253,57,24,zeros_56_59
010900304902600000000000650600000000005030007000002803007060080003208000100000502,816957324952643178374821659639784215285136497741592863427365981593218746168479532,56,25,zeros_56_59
009700000300000076006000208105490030000000840092000001000200307000906000051000000,829765413314829576576134298185497632763512849492683751948251367237946185651378924,56,25,zeros_56_59
005020080080000000040006150000900000000000906506072000631085420700090000000000800,365129784182547693947836152873961245214358976596472318631785429728694531459213867,56,25,zeros_56_59
400051600020043700000700390100070000300400158005000006001500000000090000050600000,437951682629843715518726394186275439372469158945318276291534867864197523753682941,56,25,zeros_56_59
010000400003057020900004385600090007300700006000000000080035000090840000102000000,215386479843957621967214385628491537359728146471563298784135962596842713132679854,56,25,zeros_56_59
491000030000045009000030000065200000020084001000600090200000307050000080800000260,491726538632845179578139426965271843327984651184653792249568317756312984813497265,56,25,zeros_56_59
000000006000000001037092000050700100008060090000203004183005000000000005506038007,241857936895346271637192548452789163318564792769213854183475629974621385526938417,56,25,zeros_56_59
064950800000000000000003602000800100380400706006010000700500408000001500005020000,264957813138264975957183642529876134381492756476315289712539468893641527645728391,56,25,zeros_56_59
265007900090000000700050000000402300012070500670000080000030005003008700000700009,265187943498623157731954628859412376312876594674395281187239465943568712526741839,56,25,zeros_56_59
060800200004960010000040005000000000012008370900350040200084000000000130000000068,165837294824965713397241685483716529512498376976352841231684957648579132759123468,56,25,zeros_56_59
300000072260000000000006040700030000003090061000178020607004000050000000001703900,348519672265347189179286543714632895823495761596178324637954218952861437481723956,56,25,zeros_56_59
000000100600090024040070306900000001000500080503019000020000090000800400000035208,238654179657391824149278356976482531412563987583719642825146793391827465764935218,56,25,zeros_56_59
000900400000470810600000070000060040354800000020790050000000723030000900000080001,718952436293476815645138279987365142354821697126794358861549723532617984479283561,56,25,zeros_56_59
400300000500070000000025304007040003200000710056002040080000600000000005060100970,428319567539476128671825394897641253243598716156732849984257631712963485365184972,56,25,zeros_56_59
260000704000360080000090002400008007050000000020009800000080360000900001073004050,269851734714362985538497612496138527857246193321579846142785369685923471973614258,56,25,zeros_56_59
012000003000030100709000500000080300000610000607003008005720040000060800070098000,512876493468539127739142586251987364893614752647253918385721649924365871176498235,56,25,zeros_56_59
050029000830600000002003008007012300000000040100008600009005203006700085000000000,751829436834671592962543718687412359295367841143958627479185263326794185518236974,56,25,zeros_56_59
009000401300000080500004670400075000000900000020138040900201005000000700010000200,279856431364719582581324679498675123136942857725138946947281365652493718813567294,56,25,zeros_56_59
060540900070009008040020000700010090081000000300004060000608000290000003000700406,168543972572169348943827651724316895681975234359284167417638529296451783835792416,56,25,zeros_56_59
000090500090006102010002000700000089001000040509080200008040007000053000030900600,872194563495836172613572498726415389381269745549387216258641937964753821137928654,56,25,zeros_56_59
290000040060000030000504000300108060070050090010700000580000000000290007021003600,295637148764981235138524976359148762876352491412769583587416329643295817921873654,56,25,zeros_56_59
007000062800006010009200300100007908080604000000000000900008635070050000200003000,537941862824376519619285374162537948785694123493812756941728635376459281258163497,56,25,zeros_56_59
190068020000200410000000006057019000000570000000400003000052900000104800402000000,194368527673295418825741396357819264246573189981426753738652941569134872412987635,56,25,zeros_56_59
000000007004390800090000050003009074012000000000403600035000060000004080006007000,361825947574396812298741356683259174412678539957413628735982461129564783846137295,58,23,zeros_56_59
000043850004070002019600000086000070003000000000200395900300008000080000140000007,627943851354871962819625743586139274293754186471268395965317428732486519148592637,56,25,zeros_56_59
002005007000000008307180200020000060160900000000058002000001930086302400000000000,892435617641279358357186294428713569165924783739658142274861935586392471913547826,56,25,zeros_56_59
000009470950020030006070010000087000700100000020300000000060840600900300015000060,831659472957421638246873915563287194798146523124395786379562841682914357415738269,56,25,zeros_56_59
010400000006000972000300500530000000000650001068000030200900647000020008900070000,715492386346815972829367514532781469497653821168249735251938647673524198984176253,56,25,zeros_56_59
064000000020090030500300004900000005050000902003700106007006000000020400000037068,364172859728495631519368724976214385451683972283759146897546213635821497142937568,56,25,zeros_56_59
000001006003026000005900080007000500102640000800090004000300020000200001700150090,274581936983426157615937482347812569192645378856793214461379825539268741728154693,56,25,zeros_56_59
000000076207000000000010045000006009509084000000020600400002830600801050003050000,951248376247563198386719245124376589569184723738925614475692831692831457813457962,56,25,zeros_56_59
000000090002090000500843000300050010700009050000070408400000260025086000030000080,843162795612597843597843126364258917781439652259671438478315269125986374936724581,56,25,zeros_56_59
000002000030000090006485000008000650903001007000000030057090004000060500021000870,514932786832716495796485312248379651963851247175624938357298164489167523621543879,56,25,zeros_56_59
020010000700000000904300000409000500000800000000074691090000070005001200178605000,623917854751248936984356712469132587517869423832574691296483175345791268178625349,56,25,zeros_56_59
000600000008000000090300080006000800501049000002060970730400000000902010009085300,413658729258197463697324185946273851571849632382561974735416298864932517129785346,56,25,zeros_56_59
000000720001007000045020090008000901000070200500008040000060000019305800003001000,386519724921487563745623198678254931134976285592138647457862319219345876863791452,57,24,zeros_56_59
006810000003000807204300006007000305002007100030400000000000060901060002000703000,796814253513926847284375916467189325852637194139452678378241569941568732625793481,56,25,zeros_56_59
030000500504009600000308000007010000018005000090006070000600030009021700002900400,931462587584179623726358914457213896618795342293846175175684239349521768862937451,56,25,zeros_56_59
000205100800019000000000007300000060400800050092030010931007600050300000080000090,643275189875419236129683547318954762467821953592736814931547628256398471784162395,56,25,zeros_56_59
000010080031008000900035070050027300200000001400050900060500004000094006000600000,542719683731268459986435172659127348278943561413856927367581294825394716194672835,56,25,zeros_56_59
800000103400100070600075000003000095005000800024700300000900008000060000500003400,857492163439186572612375984783641295165239847924758316341927658298564731576813429,57,24,zeros_56_59
080100000004000006000045100000000008246000700700300042000000001300060004090708630,687132459514987326923645187139274568246859713758316942865493271372561894491728635,56,25,zeros_56_59
068000090700800002300010400032900000006040107800003006000000700010000050000560010,468732591751894362329615478132976845596248137874153926645321789217489653983567214,56,25,zeros_56_59
008090040030100500400075000300600009520700064040001000100380070000000050000000900,758293641932146587461875392317654829529738164846921735195382476673419258284567913,56,25,zeros_56_59
000090058030060040007300000010000000200006470900000230009002700002730106800000000,624197358138265947597384612715423869283956471946871235369512784452738196871649523,56,25,zeros_56_59
000000000090072408000030050582900006010040005047000010400000060000065002020800000,273584691195672438864139257582917346916348725347256819458721963739465182621893574,56,25,zeros_56_59
090750030060000150800004000000401003007008005003000000000000010000125300054000809,491752638762983154835614972589471263617238495243596781326849517978125346154367829,56,25,zeros_56_59
001000907900007000000300001000010500007000004800930016050400000400090208002000109,241856937938127465765349821396714582517268394824935716159482673473691258682573149,56,25,zeros_56_59
000700000008000609060850400005208004700000020030400000002000000000001083070960510,341796258528143679967852431615278394784639125239415867152387946496521783873964512,56,25,zeros_56_59
030170200000500000709000000100205064607000000000000830096407100000000027004003000,835179246461532978729648315183295764647381592952764831596427183318956427274813659,56,25,zeros_56_59
000050209000000007392060000000005000500920000000017084037001400050000090001004002,874153269165249837392768145713485926548926713629317584237691458456872391981534672,56,25,zeros_56_59
009205001000010500016000000000300060670504000800009070000003006005000429080000030,739245681248716593516938742491387265673524918852169374127493856365871429984652137,56,25,zeros_56_59
000000080003920000580000400020006003010049005960300007700001000006050004009000010,691574382473928651582163479825716943317249865964385127758491236136852794249637518,56,25,zeros_56_59
900040080208005006000020010074000000003000008100072400500000900000300000002107030,915643287248715396367928514874536129623491758159872463536284971781359642492167835,57,24,zeros_56_59
000000500000100300020000000600920080010340605030006000009000008350007940170080000,491873562786152394523694817647925183912348675835716429269431758358267941174589236,56,25,zeros_56_59
400300091100020060090700000002004050000608009607000030000240000035000040009005000,428356791173429568596781423982134657354678219617592834761243985835967142249815376,56,25,zeros_56_59
009000004000000000680010095304100070000058010090000002003004000010090280007080003,739865124541932768682417395354129876276358419198746532863274951415693287927581643,56,25,zeros_56_59
500080700060007000040000020805000000000420500000805009000510030000000062030079180,513284796269137854748956321825791643691423578374865219986512437157348962432679185,56,25,zeros_56_59
003000700700000025000000400000500004100207006080390000500908000020710050690030000,413852769769143825852679431937561284145287396286394517571928643324716958698435172,56,25,zeros_56_59
600070000000910400201000000400501907050090002800000500700060005000000004040000721,694375218538912476271486359462531987357698142819247563723164895185729634946853721,56,25,zeros_56_59
007040800000701000900000207600302000300000000000068040080590000002000908060200503,217649835835721496946835217694352781328417659571968342783596124452173968169284573,56,25,zeros_56_59
009070005000000010423000800000005000102300007030200540000806050600090000048003000,819472365567938412423561879784615923152349687936287541391826754675194238248753196,56,25,zeros_56_59
043970000200600700070010030000100000004200918000000602700069001000008070000000200,843975126251683794679412835528196347364257918197834652732569481416328579985741263,56,25,zeros_56_59
005920001000400500000006040004200000053001009600030020010000794000003100060080000,435927681926418537187356942894275316253641879671839425318562794542793168769184253,56,25,zeros_56_59
000009030000001000306000409000058000050340280000006000970500001004010300030060500,428679135795431862316825479647258913159347286283196754972583641564712398831964527,56,25,zeros_56_59
000400090300090000060050004900030040000080000007200600780005000600003001040908560,521476398374891256869352714958637142216584973437219685782165439695743821143928567,56,25,zeros_56_59
000936000000000780500010609300009007700400900008005060035000000900000802400000030,874936125619542783523817649346189257752463918198725364235678491961354872487291536,56,25,zeros_56_59
407050100000800040030070080000017500200400600800000000300591007040080000100000050,487359126519826743632174985964217538251438679873965214328591467745682391196743852,56,25,zeros_56_59
060000020100709000020000800307000009040030000902006180090084000000360040005000030,769548321138729654524613897317852469846931572952476183693284715271365948485197236,56,25,zeros_56_59
080000710002000000709056804100040090006000500034008000300070650070009000000000900,683492715542781369719356824157643298826917543934528176398174652275869431461235987,56,25,zeros_56_59
503008000200400000004900006000305000000062000086000070035000080920000700000570190,593628417267451839814937526472385961159762348386194275735219684921846753648573192,56,25,zeros_56_59
070050001004720000000063709200000900600035070050100000090000000031006008700000600,372958461964721853185463729213647985649835172857192346596384217431276598728519634,56,25,zeros_56_59
000070100120040830000308400030601050008000000002000900001290500640000082000000000,384572169125946837796318425937681254518429673462735918871293546649157382253864791,56,25,zeros_56_59
900270000400000300000008000009000400001000060020614000000507080050380640032040000,916273854485961327273458916569832471341795268728614539694527183157389642832146795,56,25,zeros_56_59
400100000007380000091000040040005070010097000000000285580000030009001400020000500,438129756657384912291756843342865179815297364976413285584972631769531428123648597,56,25,zeros_56_59
000090300000100609500008000000025801810060032200900060000050020370000000080700000,126594378438172659597638214764325891819467532253981467941856723375249186682713945,56,25,zeros_56_59
500910003049000000000080000000500290020000070096007100183006700000039000000000504,578912463249365817631784952817543296425691378396827145183456729754239681962178534,56,25,zeros_56_59
034050008015000026000000000060400000000200400900000001102030050090007012050600800,634752198815349726729168534268413975571296483943875261182934657496587312357621849,56,25,zeros_56_59
004907000000005320009020600001000046000000000003082000090060035700500000050000710,624937581817645329539821674271359846485176293963482157192768435748513962356294718,57,24,zeros_56_59
000300008700000000300401000000030701070008509090000060004000070000180902800090403,251379648749862135386451297462935781173648529598217364914523876637184952825796413,56,25,zeros_56_59
090040070000857690003000420400100000030000007010036000008000310200000004004080000,695342871142857693783619425426178539839425167517936248958764312261593784374281956,56,25,zeros_56_59
800004005000050120009030000400075000000908030150040002210000009000001070004000010,831724965647859123529136847493275681762918534158643792216387459385491276974562318,56,25,zeros_56_59
010079005000030100079006000007050000840200070230800000000000000000001060000740902,312479685468532197579186243197654328846213579235897416924368751753921864681745932,57,24,zeros_56_59
710000000008005031002080000000020973004070106001000000500800000230060000006000502,713296485698745231452183697865421973924378156371659824547812369239564718186937542,56,25,zeros_56_59
200800405080003010509000000400300000760080090000042000000064900000100300840000060,271896435684253719539417826425379681763581294198642573312764958956128347847935162,56,25,zeros_56_59
008030040300010000020900080012300009009060000004020760070290800000700000005000090,598637142346812975127954683612378459759461238834529761473295816961783524285146397,56,25,zeros_56_59
000370050000000000000050910083000007000080001450032000001709060309040075200000000,916374852825916743734258916183695427692487531457132689541729368369841275278563194,56,25,zeros_56_59
950000801004608000000010000100000004008300060000290050090020000600003017000007580,956732841214658793873419625129586374548371962367294158791825436685943217432167589,56,25,zeros_56_59
008007000000000009000009400250800070000000003300600048005200060480000020007165000,698417352542386719713529486259834671864751293371692548135248967486973125927165834,57,24,zeros_56_59
750000090000007006000300700000003600069800000402900080083050000017002050600000007,756218493328497516194365728871523649569841372432976185283754961917632854645189237,56,25,zeros_56_59
021000000907408600040000009800900000300000504002501000000360900200004100000090007,621739485937458612548216379854923761319687524762541893175362948293874156486195237,56,25,zeros_56_59
008900000020600007004000032090000085000080000003107000000501070305009006001002003,738924651529613847614758932197246385246385719853197264962531478385479126471862593,56,25,zeros_56_59
406008000000050096030006000070200380803009000000000900089070103300020060200000000,496718235718352496532496718974265381823149657165837942689574123357921864241683579,56,25,zeros_56_59
500600000007800090000000210000100000250000000690053480004090000380004000006380007,542619738137825694869437215478162359253948176691753482714596823385274961926381547,56,25,zeros_56_59
609340008002070000000100009310000007020000400004010900431200000000805002000000000,679342518182579364543186279315924687927658431864713925431297856796835142258461793,57,24,zeros_56_59
200080060006400000050006000790000010000905000000000720902001400803050090000098003,239587164186429537457136982798642315321975846645813729972361458863754291514298673,56,25,zeros_56_59
080920600100000008090847002200000000017060030000000490429000170000000000006030000,384921657172356948695847312243519786917468235568273491429685173831792564756134829,56,25,zeros_56_59
067030049004001006300008050080009400600003090090540000500900000000000000030000180,167235849854791326329468751285179463641823597793546218578914632416382975932657184,56,25,zeros_56_59
100000700090070005034000080000501090002000050001403006000007000540008069000000310,165839724298174635734652981673581492482796153951423876319267548547318269826945317,56,25,zeros_56_59
000904000000200301090000006000000800020003005061800000200007630004001057007006400,156934782748265391392178546573619824829743165461852973215487639684391257937526418,56,25,zeros_56_59
000100006005840007006000130070008320600000050950000400020000000000005010040300970,497123586315846297286579134174658329632914758958237461529781643763495812841362975,56,25,zeros_56_59
230060000500900100001000207000002005157000020080400030000800700900703400000000006,239167548574928163861534297493612875157389624682475931325846719916753482748291356,56,25,zeros_56_59
500000000236000000004250008020000000600900347008100060003070020000010650000035000,581394276236781495974256138427563981615928347398147562153679824749812653862435719,56,25,zeros_56_59
003000000080003540007005060460000900000052000000470050000500004100720800500089000,653147289981263547247895361465318972718952436392476158879531624136724895524689713,56,25,zeros_56_59
002006090000000048081000003140083700000070009009200300050000080900400600000710000,532846197697321548481597263145983726326174859879265314754632981913458672268719435,56,25,zeros_56_59
000090630102000004500300000700902400900501006000840070060000040070020900300000000,847295631132687594596314827783962415924571386651843279265739148478126953319458762,56,25,zeros_56_59
000401070000600008580907100790820600000060000064005000000009000300000050076000040,639481572417652398582937164793824615851763429264195837125349786348276951976518243,56,25,zeros_56_59
050000100703009060900060003000048020028010400100307000000000800004700050005000600,456273198713489265982165743637548921528916437149327586391652874864791352275834619,56,25,zeros_56_59
000059410037000060000400000000000870010580000900007000800170004005000020001062009,268759413437218965159436287524391876716584392983627541892175634675943128341862759,56,25,zeros_56_59
003146000000000000048700001200080000600000000059004020000005007300000258820007400,973146582162358749548792361231589674684273195759614823416825937397461258825937416,56,25,zeros_56_59
040030000800900001530000206000410000010020000300008007050003070009700040000049600,942136758867952431531874296695417823718325964324698517456283179289761345173549682,56,25,zeros_56_59
000000007900318200580700000003000090400000020000605030209001080800002075000040000,632459817947318256581726349753284691496173528128695734279561483864932175315847962,56,25,zeros_56_59
000012360740000000003000090000040001506080000280500000000670038000000007090004500,958712364742963185163458792379246851516387249284591673421675938635829417897134526,57,24,zeros_56_59
000007200010002087008040050000086020500700900040000305406000000900000030053400000,695817243314952687278643159139586724562734918847129365426398571981275436753461892,56,25,zeros_56_59
078090140000006000000082300002040000900600001060000093006103000000000800405900030,278395146359416287641782359132549768984637521567821493826153974793264815415978632,56,25,zeros_56_59
000402061800000030003007000092000000010600050000209000030800005460005700059000006,975432861841596237623187549592341678314678952786259314237864195468915723159723486,56,25,zeros_56_59
001050400000070900063000078700003085002800001030009007007010003000002010000700000,971658432824371956563294178796143285452867391138529647247915863685432719319786524,56,25,zeros_56_59
630270000400000000809300400010000204080010000000000003900400108000600900020087006,631274895452198637879356421317569284284713569596842713963425178748631952125987346,56,25,zeros_56_59
010702500020000007809500004000803270000001060090000003130000000004005090080000300,416782539523419687879536124641893275357241968298657413135968742764325891982174356,56,25,zeros_56_59
873600000000079060090000004007020000000007000049000008000004053500010800001032900,873641592425879361196253784657328419218497635349165278962784153534916827781532946,56,25,zeros_56_59
027006300500193080000000050004000500300280600010670090900000002000000000050000700,127856349546193287839427156764319528395284671218675493973541862481762935652938714,57,24,zeros_56_59
004009700000020000080075120000008003060003059003640000000000072301000080000050060,254189736137426598986375124712598643468713259593642817645831972321967485879254361,56,25,zeros_56_59
007010000000004000400523010000000480040206370210000006000400200000300050006071000,357618924182794635469523718675139482948256371213847596731485269894362157526971843,56,25,zeros_56_59
000008962000600730206000010140000000000040000089003046000800503700000000004070200,371458962498612735256937418147586329623149857589723146912864573735291684864375291,56,25,zeros_56_59
