puzzle,solution,zeros,clues,bin_label
520076801861253074374091265042087596086520300735169428613948752298705643057632189,529476831861253974374891265142387596986524317735169428613948752298715643457632189,13,68,zeros_12_15
981724365536189740072035198350267019169058270708391050613042587847503026090876431,981724365536189742472635198354267819169458273728391654613942587847513926295876431,15,66,zeros_12_15
852090674410560920936004108583619247729483010164075830248957361395046780671802495,852391674417568923936724158583619247729483516164275839248957361395146782671832495,15,66,zeros_12_15
601879435007230618803065972080421356162953840435687290598306004316742589274590103,621879435957234618843165972789421356162953847435687291598316724316742589274598163,15,66,zeros_12_15
206018459518294603004653208159327864480965701762841005327589146891476532645032980,236718459518294673974653218159327864483965721762841395327589146891476532645132987,12,69,zeros_12_15
413006957867549103952713068639872540020430796074691382296157800381964270745020619,413286957867549123952713468639872541128435796574691382296157834381964275745328619,14,67,zeros_12_15
658732419900041765104090020526418973709253146301679052095180637817365294463927581,658732419932841765174596328526418973789253146341679852295184637817365294463927581,13,68,zeros_12_15
098200047165497823274638190052876314031540002087023956806704239529361470743982561,398215647165497823274638195952876314631549782487123956816754239529361478743982561,15,66,zeros_12_15
826703540195624370470105690064538709319276854058419236680307025932851067547962183,826793541195624378473185692264538719319276854758419236681347925932851467547962183,13,68,zeros_12_15
453012986927603154168095307206908403310204708849137560531870249692341075784529600,453712986927683154168495327276958413315264798849137562531876249692341875784529631,15,66,zeros_12_15
408329567567814932039576184706108000180942370324765891070401653653297418841653729,418329567567814932239576184796138245185942376324765891972481653653297418841653729,12,69,zeros_12_15
469700030857231469123946087592467013614398025378012694946003278730820956285670300,469785132857231469123946587592467813614398725378512694946153278731824956285679341,15,66,zeros_12_15
934006800726408351051072694007609185562183749090754263270841936403907512619235478,934516827726498351851372694347629185562183749198754263275841936483967512619235478,15,66,zeros_12_15
503672410142359876067841325709468253456123798238795640625930080874006902300287060,583672419142359876967841325719468253456123798238795641625934187874516932391287564,15,66,zeros_12_15
642390105813645290957218634004050912586120473120473568090531746305964821461702359,642397185813645297957218634734856912586129473129473568298531746375964821461782359,13,68,zeros_12_15
687159024902043865453628100026380051340291786091506432264937000138065297579812643,687159324912743865453628179726384951345291786891576432264937518138465297579812643,15,66,zeros_12_15
924517836850603092376298154005380010137062548248751963763025489580439671419076300,924517836851643792376298154695384217137962548248751963763125489582439671419876325,14,67,zeros_12_15
490367821328915670710248539940823056063574102572601348287009063634082005159436287,495367821328915674716248539941823756863574192572691348287159463634782915159436287,14,67,zeros_12_15
769251843824637019153408072382100705640905380015873264436509120271360958590012436,769251843824637519153498672382146795647925381915873264436589127271364958598712436,15,66,zeros_12_15
042835796596472038038691542805143009003009861921786354680510923354928617219367405,142835796596472138738691542865143279473259861921786354687514923354928617219367485,13,68,zeros_12_15
407015060910486723060370140649531278073928654250764391784152936396847502521690087,437215869915486723862379145649531278173928654258764391784152936396847512521693487,14,67,zeros_12_15
298370651574691382031085704300109078049763215107428960415936827763012549982007130,298374651574691382631285794326159478849763215157428963415936827763812549982547136,15,66,zeros_12_15
521938674640571293700402815080356721160784539357219468215890306070143952430625187,521938674648571293793462815984356721162784539357219468215897346876143952439625187,12,69,zeros_12_15
167293804328405796945867021784529060290081075513604280430752618871936502650148937,167293854328415796945867321784529163296381475513674289439752618871936542652148937,13,68,zeros_12_15
513286749004350612072400085048573901759160423361924078437892156100735004985641237,513286749894357612672419385248573961759168423361924578437892156126735894985641237,15,66,zeros_12_15
908105642517624893426093150805412736301067285762358419174239060200546071609001324,938175642517624893426893157895412736341967285762358419174239568283546971659781324,15,66,zeros_12_15
836527491942316750517049060305482179479630805281975346194208537750094682628750910,836527491942316758517849263365482179479631825281975346194268537753194682628753914,12,69,zeros_12_15
567314289094075030001968507009087362082490715173526890948730156025641978716859423,567314289894275631231968547459187362682493715173526894948732156325641978716859423,15,66,zeros_12_15
902507041748209006561483297210840970357920408489736125174698032620154789895300614,932567841748219356561483297216845973357921468489736125174698532623154789895372614,15,66,zeros_12_15
413728695205360184086451732840030521327815946651940803138290457764583200592104368,413728695275369184986451732849637521327815946651942873138296457764583219592174368,12,69,zeros_12_15
694872000253016897800953064732001480549368072068247309925784613486139025310625948,694872531253416897871953264732591486549368172168247359925784613486139725317625948,15,66,zeros_12_15
000640351150873004634520798001238069285496137063715842392157486016984273840360915,728649351159873624634521798471238569285496137963715842392157486516984273847362915,15,66,zeros_12_15
574189362698352174023764589782630900005801726461207053850423600347506290216978435,574189362698352174123764589782635941935841726461297853859423617347516298216978435,14,67,zeros_12_15
352174698749836512810290407463700821978421360501003974137560200004912753295347086,352174698749836512816295437463759821978421365521683974137568249684912753295347186,15,66,zeros_12_15
190204857287900416465008920719603204358027691620810735970341568036082149841596372,193264857287935416465178923719653284358427691624819735972341568536782149841596372,15,66,zeros_12_15
500129384284763190139584076370298001925041830410307960853472610641905728792816453,567129384284763195139584276376298541925641837418357962853472619641935728792816453,14,67,zeros_12_15
451378269296541873378069040030082015807015436014730928943657082782003654165824097,451378269296541873378269541639482715827915436514736928943657182782193654165824397,15,66,zeros_12_15
243910876196470053785206914512640307068753129300182465901327608030561092627894530,243915876196478253785236914512649387468753129379182465951327648834561792627894531,15,66,zeros_12_15
461923807259187040783600921607098205548012679192576483010245798820739064974861532,461923857259187346783654921637498215548312679192576483316245798825739164974861532,13,68,zeros_12_15
760291845598364721010758306801973054357642089640185270936027518280506937170839462,763291845598364721412758396821973654357642189649185273936427518284516937175839462,13,68,zeros_12_15
973056104540708930128043567019375640364829750857164203785030419630491875491087326,973256184546718932128943567219375648364829751857164293785632419632491875491587326,14,67,zeros_12_15
743020968219468537568793021370049206854216793690057184036075810025684379980130640,743521968219468537568793421371849256854216793692357184436975812125684379987132645,15,66,zeros_12_15
308210674902036815146857293617985432820173569593624187239560748465798020780002906,358219674972436815146857293617985432824173569593624187239561748465798321781342956,12,69,zeros_12_15
318674059975308104046105738759281643601900875483567912537819426060702591092456387,318674259975328164246195738759281643621943875483567912537819426864732591192456387,12,69,zeros_12_15
802765341471090265653214007904037612067142589125986073516409738049850100238601954,892765341471398265653214897984537612367142589125986473516429738749853126238671954,15,66,zeros_12_15
521378904689254137473000058100627340265103789734895001317482596056739412942560873,521378964689254137473916258198627345265143789734895621317482596856739412942561873,13,68,zeros_12_15
476259018200470965001638407013827049054160782807945136745302691389716254162504073,476259318238471965591638427613827549954163782827945136745382691389716254162594873,15,66,zeros_12_15
162895437954376028783421096205640973097100645036957812020569784078200359549780061,162895437954376128783421596215648973897132645436957812321569784678214359549783261,15,66,zeros_12_15
897345062460702850320010749952137486178026395643859271719083024284960507530204018,897345162461792853325618749952137486178426395643859271719583624284961537536274918,15,66,zeros_12_15
264870150153290876078561240539687400081930560726415398692158730345726081817349605,264873159153294876978561243539687412481932567726415398692158734345726981817349625,13,68,zeros_12_15
184090327273841695095732148000458263348926501506317489450079836837064912900103750,184695327273841695695732148719458263348926571526317489451279836837564912962183754,15,66,zeros_12_15
502386197369157408780200306900401582214568739830902614423719865657823040198605273,542386197369157428781294356976431582214568739835972614423719865657823941198645273,14,67,zeros_12_15
523169840674305902089472306907208164231600789468791000846917235712543698390826471,523169847674385912189472356957238164231654789468791523846917235712543698395826471,13,68,zeros_12_15
615480237342756019980132645790021486460978520258364791876013954539007162020690370,615489237342756819987132645793521486461978523258364791876213954539847162124695378,14,67,zeros_12_15
074961200021538764863724051649152870287040519315879426402690007738405690196287340,574961238921538764863724951649152873287346519315879426452693187738415692196287345,15,66,zeros_12_15
370610085645280179190570320069327541734851900250906837513462098406795210927138654,372619485645283179198574326869327541734851962251946837513462798486795213927138654,15,66,zeros_12_15
507831624631452978248006513163540287825067349479300105754613802986270431312984700,597831624631452978248796513163549287825167349479328165754613892986275431312984756,12,69,zeros_12_15
107034052892715064534062197356487921479520600208396745740059208005273416623148579,167934852892715364534862197356487921479521683218396745741659238985273416623148579,14,67,zeros_12_15
126509783490108005835062194201896537963205801058314029372081956509623478684957312,126549783497138265835762194241896537963275841758314629372481956519623478684957312,13,68,zeros_12_15
968473205027196803314852697493607521682915074751024986109508002075231009236709158,968473215527196843314852697493687521682915374751324986149568732875231469236749158,14,67,zeros_12_15
281543796753920084406010352135672940879354621640189537324060000517498063908230475,281543796753926184496817352135672948879354621642189537324765819517498263968231475,15,66,zeros_12_15
372851946184679203095030170917302504548917632263480719401798005856023407739546020,372851946184679253695234178917362584548917632263485719421798365856123497739546821,15,66,zeros_12_15
140327580308106970726859143832405761591673820674208395213980650960502418400761039,149327586358146972726859143832495761591673824674218395213984657967532418485761239,15,66,zeros_12_15
507023098938574162241086570195068000320417859004295601659832714073641925412759386,567123498938574162241986573195368247326417859784295631659832714873641925412759386,14,67,zeros_12_15
250610473604853901193270658401925706926387105507146280809701562012068394365492817,258619473674853921193274658481925736926387145537146289849731562712568394365492817,14,67,zeros_12_15
643501870910840036587630419324950781075103694100478325296385147758214063431769258,643591872912847536587632419324956781875123694169478325296385147758214963431769258,12,69,zeros_12_15
291508743487213569536409010042150986005984327978032051014795038723840190859321604,291568743487213569536479812342157986165984327978632451614795238723846195859321674,15,66,zeros_12_15
426973158935180072107520394209637085850219706673458219708062540542791800301805927,426973158935184672187526394219637485854219736673458219798362541542791863361845927,15,66,zeros_12_15
254076098963482700780593246378945060142768930596021480415637829837259004029814073,254176398963482751781593246378945162142768935596321487415637829837259614629814573,14,67,zeros_12_15
175090642349562178286047903853021496497030021621489537708914065062350014514006389,175893642349562178286147953853721496497635821621489537738914265962358714514276389,15,66,zeros_12_15
276531498030629105001000263450973612120806734367412859683145927945267381712098506,276531498834629175591784263458973612129856734367412859683145927945267381712398546,13,68,zeros_12_15
305624918624890507198753462280905040746312895051468200867209050532146789410587026,375624918624891537198753462283975641746312895951468273867239154532146789419587326,15,66,zeros_12_15
418032657097586241065471000981254736504613928632007014856129473729348060143765892,418932657397586241265471389981254736574613928632897514856129473729348165143765892,12,69,zeros_12_15
005410820047028931218379654060040580879165243524983716486291375091857402752634198,935416827647528931218379654163742589879165243524983716486291375391857462752634198,13,68,zeros_12_15
307254981405908637918637254136879542800041769749526813574080396203060178681703020,367254981425918637918637254136879542852341769749526813574182396293465178681793425,14,67,zeros_12_15
002306007397584261010792345120038576703451892589267013978620154635149728241875630,452316987397584261816792345124938576763451892589267413978623154635149728241875639,13,68,zeros_12_15
945167382613028745782000010129036478857491263364702591438019607206870134571643829,945167382613928745782354916129536478857491263364782591438219657296875134571643829,12,69,zeros_12_15
059820076176590248082764095760412530923658417514079682835940721290135864041287053,459821376176593248382764195768412539923658417514379682835946721297135864641287953,13,68,zeros_12_15
976340028248790163150862479534978010689024050710536984090613742467250831320480695,976341528248795163153862479534978216689124357712536984895613742467259831321487695,15,66,zeros_12_15
295641783703285610816739520672358491389164257450927060520893046930010802168472035,295641783743285619816739524672358491389164257451927368527893146934516872168472935,13,68,zeros_12_15
891036754423875016765941832306082491214093680987164325109658273008407160072319548,891236754423875916765941832356782491214593687987164325149658273538427169672319548,12,69,zeros_12_15
605072810021038746478961250309647500852319074706020091583794162297186435064253987,635472819921538746478961253319647528852319674746825391583794162297186435164253987,15,66,zeros_12_15
539642871271958463068730952683015029002869135095273604356084297824397510000526348,539642871271958463468731952683415729742869135195273684356184297824397516917526348,13,68,zeros_12_15
976342150214958763300076024068714039029563841031829005692431587847695012150287496,976342158214958763385176924568714239729563841431829675692431587847695312153287496,13,68,zeros_12_15
043186590010345862608927314390872645482651973007439128125700489836294751074508230,243186597719345862658927314391872645482651973567439128125763489836294751974518236,13,68,zeros_12_15
069501302273694158410280697790158423328947516154362879500000760907816205631725984,869571342273694158415283697796158423328947516154362879582439761947816235631725984,14,67,zeros_12_15
120593840359680170684217539062148793798056014003970658275839461831465900940721385,127593846359684172684217539562148793798356214413972658275839461831465927946721385,13,68,zeros_12_15
397460258845072961162859734014683570503924816086015309709246180621538097458197620,397461258845372961162859734914683572573924816286715349739246185621538497458197623,12,69,zeros_12_15
728351469496782351513469208652143900847690123031070506279810635385026014104037802,728351469496782351513469278652143987847695123931278546279814635385926714164537892,14,67,zeros_12_15
892504736451706928736892415174900362289673501360421897608347109507169283013280604,892514736451736928736892415174958362289673541365421897628347159547169283913285674,12,69,zeros_12_15
453120879029837415180594002960483527842675190375219648796308251518700904230951780,453126879629837415187594362961483527842675193375219648796348251518762934234951786,13,68,zeros_12_15
352941687904607253876352941060510379007800564049736812795163028601498035483205196,352941687914687253876352941268514379137829564549736812795163428621498735483275196,14,67,zeros_12_15
293010046741906028856320091680200134374681952025430687567803219908562473032197865,293718546741956328856324791689275134374681952125439687567843219918562473432197865,15,66,zeros_12_15
142809356598003271376215094203647980485932617067158423059381742031724060024590130,142879356598463271376215894213647985485932617967158423659381742831724569724596138,14,67,zeros_12_15
214008009638497500079610834451379682862054973300826145186943257745281300023705418,214538769638497521579612834451379682862154973397826145186943257745281396923765418,15,66,zeros_12_15
540913807098074630173862450315497268780026195629008074861039042007285916952641783,546913827298574631173862459315497268784326195629158374861739542437285916952641783,15,66,zeros_12_15
405832961203914805981576324107640058026051439594328710342185097719463082050297143,475832961263914875981576324137649258826751439594328716342185697719463582658297143,13,68,zeros_12_15
780002041231945867694781025317520698468193572029806134153467089946258700872300400,785632941231945867694781325317524698468193572529876134153467289946258713872319456,15,66,zeros_12_15
326819470914205638758634290862043907091768324400592800240987163087026549639451780,326819475914275638758634291862143957591768324473592816245987163187326549639451782,14,67,zeros_12_15
321647805896125743475308120100276534207453001043819067914562078750930612632781450,321647895896125743475398126189276534267453981543819267914562378758934612632781459,14,67,zeros_12_15
018429673749103082326875491497601320263704918851392704074518206005230149132946857,518429673749163582326875491497681325263754918851392764974518236685237149132946857,12,69,zeros_12_15
092374050358060472147528963465139287900487516701206394239615748576843109800790005,692374851358961472147528963465139287923487516781256394239615748576843129814792635,15,66,zeros_12_15
000957010460283970975614328637125849014830267820746531742568193356490782108302054,283957416461283975975614328637125849514839267829746531742568193356491782198372654,14,67,zeros_12_15
793501426048706095651294837489615270002470650576823941960348512315962780824157069,793581426248736195651294837489615273132479658576823941967348512315962784824157369,12,69,zeros_12_15
291647358785200006634509172018952637327468519569003284876125040952374861140896025,291647358785231496634589172418952637327468519569713284876125943952374861143896725,12,69,zeros_12_15
004827910862901470719654320975012804681749032423568791537186249148293657000405183,354827916862931475719654328975312864681749532423568791537186249148293657296475183,13,68,zeros_12_15
732859146504601729619742350821463075973215684065087201056178492108324560007596810,732859146584631729619742358821463975973215684465987231356178492198324567247596813,13,68,zeros_12_15
091027386284536910367198425673849152815263040942051063150072694439015278720084531,591427386284536917367198425673849152815263749942751863158372694439615278726984531,12,69,zeros_12_15
281064759405000613690050824702508136856431972139602085368745091527916348914823567,281364759475289613693157824742598136856431972139672485368745291527916348914823567,13,68,zeros_12_15
420718635716935204508406010863279541142083067975164328004092076697041852081657493,429718635716935284538426719863279541142583967975164328354892176697341852281657493,14,67,zeros_12_15
007203190950076032243159760862037040530681279179524683018495326496310807325768914,687243195951876432243159768862937541534681279179524683718495326496312857325768914,15,66,zeros_12_15
037618945194503700658074301542836097783149562901752438400295073305487619879361254,237618945194523786658974321542836197783149562961752438416295873325487619879361254,12,69,zeros_12_15
070125948154698300890704605365481270487952163209307584928546030706819402541273896,673125948154698327892734615365481279487952163219367584928546731736819452541273896,14,67,zeros_12_15
256971034419630205780042619164280090937165428028490163072810956891350740645729380,256971834419638275783542619164283597937165428528497163372814956891356742645729381,15,66,zeros_12_15
063902487029764305004318920471820653098531742532406198215647830380195274907203501,163952487829764315754318926471829653698531742532476198215647839386195274947283561,15,66,zeros_12_15
691507348024698007870143620250469731140382965960015284482956173506871490710230806,691527348324698517875143629258469731147382965963715284482956173536871492719234856,15,66,zeros_12_15
706410285901285736852703409000948162094672803628531974219856340463107598587394620,736419285941285736852763419375948162194672853628531974219856347463127598587394621,13,68,zeros_12_15
216703508903485620458162379735219486620308715800576203387620004104957032592834167,216793548973485621458162379735219486629348715841576293387621954164957832592834167,14,67,zeros_12_15
413705962070609350596020871860954137749002085135076429351240796924367518680591243,413785962278619354596423871862954137749132685135876429351248796924367518687591243,14,67,zeros_12_15
508136479360790518709480230073214980042579301951360724235641890486907153190853042,528136479364792518719485236673214985842579361951368724235641897486927153197853642,15,66,zeros_12_15
020160349169243057834059162972814630345976210601500900458091723796320481213487506,527168349169243857834759162972814635345976218681532974458691723796325481213487596,15,66,zeros_12_15
163547802905602314248090576712864953896351427354070068089730240427918605631020709,163547892975682314248193576712864953896351427354279168589736241427918635631425789,15,66,zeros_12_15
357060182420531976169000305806195427210674839794823561673018200942356018501042693,357469182428531976169287345836195427215674839794823561673918254942356718581742693,15,66,zeros_12_15
283915746651430928409628301568209134930084075147563890804792563305800217706350409,283915746651437928479628351568279134932184675147563892814792563395846217726351489,15,66,zeros_12_15
953287406876914250210356897120679534040008769607435082561743928789562301000891675,953287416876914253214356897128679534345128769697435182561743928789562341432891675,14,67,zeros_12_15
497512386162384070835067421784631002216405807953728064371856249029143758548079003,497512386162384975835967421784631592216495837953728164371856249629143758548279613,12,69,zeros_12_15
321069450956014238040523690193258764482690513670401982264105379730906125510372040,321869457956714238847523691193258764482697513675431982264185379738946125519372846,15,66,zeros_12_15
726819340153467029940350106682973451037640008419528637865704912274090583391285764,726819345153467829948352176682973451537641298419528637865734912274196583391285764,12,69,zeros_12_15
208037914679800035314592678735000060862010497491726853087164329946273580123958706,258637914679841235314592678735489162862315497491726853587164329946273581123958746,15,66,zeros_12_15
673290450825674913104583007486059732759342086302860009561928374948735061037416895,673291458825674913194583627486159732759342186312867549561928374948735261237416895,13,68,zeros_12_15
875016934321594870964308205690051020517800649243967581189745302706103498432689150,875216934321594876964378215698451723517832649243967581189745362756123498432689157,14,67,zeros_12_15
657491280849352671312008049986237104105046392200915068491673825023584010068129437,657491283849352671312768549986237154175846392234915768491673825723584916568129437,14,67,zeros_12_15
985174060230965418461032750094217583100048296852390104710603845348759601526481937,985174362237965418461832759694217583173548296852396174719623845348759621526481937,14,67,zeros_12_15
925008641364192785180604903496037152801000479752419368513786094208943516649501037,925378641364192785187654923496837152831265479752419368513786294278943516649521837,14,67,zeros_12_15
047158693601439750953670481105096074364517928708304506502900847476205109839741265,247158693681439752953672481125896374364517928798324516512963847476285139839741265,15,66,zeros_12_15
201647900640298713870510624380106549190854230457932100760425891518369472904781365,231647958645298713879513624382176549196854237457932186763425891518369472924781365,14,67,zeros_12_15
306241758084567392572903641619720534740350126203604987925476813061805009830192465,396241758184567392572983641619728534748359126253614987925476813461835279837192465,13,68,zeros_12_15
018305720473862915005719800807193562090674183136258479329581607784036251651027098,918345726473862915265719834847193562592674183136258479329581647784936251651427398,14,67,zeros_12_15
624537180917824305850619204189346752542701936700950841201470593090265017470193028,624537189917824365853619274189346752542781936736952841261478593398265417475193628,15,66,zeros_12_15
007219634231760850649305721423598067590130240178426095085641972712903486064872010,857219634231764859649385721423598167596137248178426395385641972712953486964872513,15,66,zeros_12_15
